week,start_ts,end_ts,raw_points,clean_points
70,2023-08-18 04:00:00+00:00,2023-08-25 03:00:00+00:00,168,168
71,2024-09-23 23:00:00+00:00,2024-09-30 22:00:00+00:00,168,168
72,2024-03-28 06:00:00+00:00,2024-04-04 05:00:00+00:00,168,167
73,2023-01-18 02:00:00+00:00,2023-01-25 01:00:00+00:00,168,167
74,2026-01-03 20:00:00+00:00,2026-01-10 19:00:00+00:00,168,168
75,2022-05-26 21:00:00+00:00,2022-06-02 20:00:00+00:00,168,168
76,2025-04-26 09:00:00+00:00,2025-05-03 08:00:00+00:00,168,168
77,2023-01-15 10:00:00+00:00,2023-01-22 09:00:00+00:00,168,167
78,2022-08-19 03:00:00+00:00,2022-08-26 02:00:00+00:00,168,167
79,2022-05-16 20:00:00+00:00,2022-05-23 19:00:00+00:00,168,168
80,2023-05-19 10:00:00+00:00,2023-05-26 09:00:00+00:00,168,168
81,2023-12-25 21:00:00+00:00,2024-01-01 20:00:00+00:00,168,168
82,2025-06-17 08:00:00+00:00,2025-06-24 07:00:00+00:00,168,168
83,2023-07-03 15:00:00+00:00,2023-07-10 14:00:00+00:00,168,167
84,2024-10-04 21:00:00+00:00,2024-10-11 20:00:00+00:00,168,168
85,2024-10-01 19:00:00+00:00,2024-10-08 18:00:00+00:00,168,168
86,2023-12-10 07:00:00+00:00,2023-12-17 06:00:00+00:00,168,168
87,2024-10-19 14:00:00+00:00,2024-10-26 13:00:00+00:00,168,168
88,2025-03-16 20:00:00+00:00,2025-03-23 19:00:00+00:00,168,168
89,2025-01-31 07:00:00+00:00,2025-02-07 06:00:00+00:00,168,168
90,2026-01-21 19:00:00+00:00,2026-01-28 18:00:00+00:00,168,168
91,2023-10-10 13:00:00+00:00,2023-10-17 12:00:00+00:00,168,167
92,2024-12-15 00:00:00+00:00,2024-12-21 23:00:00+00:00,168,168
93,2024-11-03 19:00:00+00:00,2024-11-10 18:00:00+00:00,168,168
94,2025-02-13 16:00:00+00:00,2025-02-20 15:00:00+00:00,168,168
95,2025-01-24 09:00:00+00:00,2025-01-31 08:00:00+00:00,168,168
96,2024-11-11 07:00:00+00:00,2024-11-18 06:00:00+00:00,168,168
97,2022-12-04 04:00:00+00:00,2022-12-11 03:00:00+00:00,168,167
98,2022-08-31 01:00:00+00:00,2022-09-07 00:00:00+00:00,168,167
99,2024-03-13 05:00:00+00:00,2024-03-20 04:00:00+00:00,168,168
100,2025-07-02 11:00:00+00:00,2025-07-09 10:00:00+00:00,168,168
